,Latitude,Longitude,Position time,velocity
1,43.080090000000006,5.99875,10:30:59,0.06019929458937457
2,43.08017,5.99899,10:35:25,0.08057383782305522
3,43.08028,5.9993099999999995,10:40:23,0.09641856469636745
4,43.0804,5.99967,10:45:25,0.10645321223837184
5,43.08047,6.00004,10:50:26,0.10316104794116342
6,43.08056,6.000380000000001,10:55:25,0.09826164138048968
7,43.08068,6.00068,11:00:22,0.09356239319337917
8,43.08081,6.00092,11:05:24,0.08037954201450696
9,43.080890000000004,6.00111,11:10:22,0.059788659451561685
10,43.08096,6.00132,11:15:23,0.062303519477182885
11,43.08103,6.00137,11:20:22,0.029371220526810373
12,43.08104,6.001469999999999,11:25:22,0.027332962603970674
13,43.081140000000005,6.0016300000000005,11:30:57,0.051068593019711665
14,43.0812,6.00169,11:35:22,0.031186280268249586
15,43.0813,6.00167,11:40:24,0.03722195699132255
16,43.08146,6.0016,11:45:22,0.06269559734488729
17,43.08171,6.0015,11:50:20,0.0972143956484193
18,43.08212,6.0012,11:55:21,0.17178802853219344
19,43.08228,6.00105,12:00:21,0.07189665978954876
20,43.08242,6.00092,12:05:22,0.06251054010420988
21,43.0827,6.00085,12:10:20,0.10623917328678673
22,43.083059999999996,6.00064,12:15:21,0.1446029371475963
23,43.083420000000004,6.00025,12:20:22,0.16963780137374207
24,43.0838,5.99984,12:25:20,0.18058277547835824
25,43.084179999999996,5.99937,12:30:55,0.1700274112442352
26,43.08446,5.99907,12:35:20,0.14923160307159192
27,43.0848,5.9987900000000005,12:40:18,0.14809264453372228
28,43.08521,5.99841,12:45:18,0.1835658045968064
29,43.085609999999996,5.99798,12:50:16,0.1898188925814661
30,43.086040000000004,5.99751,12:55:16,0.20399701081679514
31,43.08644,5.9970300000000005,13:00:13,0.1991927861472854
32,43.086859999999994,5.996519999999999,13:05:14,0.20744321998228418
33,43.087309999999995,5.99598,13:10:12,0.22333855988550214
34,43.08775,5.995419999999999,13:15:12,0.2227251771466507
35,43.08815,5.99487,13:20:10,0.21158538391897755
36,43.08853,5.994330000000001,13:25:12,0.2017058367038663
37,43.08895,5.99375,13:30:37,0.2041498071224464
38,43.0891,5.99332,13:35:11,0.14127488391566542
39,43.089040000000004,5.9927,13:40:10,0.16990991086246438
40,43.08907,5.9921,13:45:12,0.1617625985781668
41,43.089220000000005,5.99139,13:50:15,0.19814626616201178
42,43.08938,5.99102,13:55:12,0.1176060403132261
43,43.0896,5.990530000000001,14:00:15,0.1542018716585293
44,43.08983,5.99006,14:05:14,0.1537018042327365
